,name,store_page,full_price,discount,final_price,category
4249,Shadow Warrior Classic Redux,https://www.gog.com/game/shadow_warrior_classic_redux,249,,249,shooter
4250,Sniper: Ghost Warrior 3,https://www.gog.com/game/sniper_ghost_warrior_3,392,,392,shooter
4251,Blake Stone: Aliens of Gold,https://www.gog.com/game/blake_stone_aliens_of_gold,149,,149,shooter
4252,Incoming + Incoming Forces,https://www.gog.com/game/incoming_incoming_forces,149,,149,shooter
4253,BloodRayne 2,https://www.gog.com/game/bloodrayne_2,249,,249,shooter
4254,Clive Barker's Undying,https://www.gog.com/game/clive_barkers_undying,199,,199,shooter
4255,Descent 3 + Mercenary,https://www.gog.com/game/descent_3_expansion,249,,249,shooter
4256,Descent 2,https://www.gog.com/game/descent_2,249,,249,shooter
4257,S.T.A.L.K.E.R.: Чистое небо,https://www.gog.com/game/stalker_clear_sky,499,,499,shooter
4258,Turok,https://www.gog.com/game/turok,419,,419,shooter
4259,NecroVision,https://www.gog.com/game/necrovision,149,,149,shooter
4260,Wing Commander™ 4: The Price of Freedom,https://www.gog.com/game/wing_commander_4_the_price_of_freedom,249,,249,shooter
4261,Unreal Gold,https://www.gog.com/game/unreal_gold,199,,199,shooter
4262,Postal 2: Paradise Lost,https://www.gog.com/game/postal_2_paradise_lost,149,,149,shooter
4263,Venom. Codename: Outbreak,https://www.gog.com/game/venom_codename_outbreak,249,,249,shooter
4264,Planetary Dustoff,https://www.gog.com/game/planetary_dustoff,360,,360,shooter
4265,Shogo: Mobile Armor Division,https://www.gog.com/game/shogo_mobile_armor_division,249,,249,shooter
4266,Dead Space™,https://www.gog.com/game/dead_space,999,,999,shooter
4267,Chernobylite,https://www.gog.com/game/chernobylite,659,,659,shooter
4268,Nuclear Throne,https://www.gog.com/game/nuclear_throne,279,,279,shooter
4269,S.T.A.L.K.E.R.: Тень Чернобыля,https://www.gog.com/game/stalker_shadow_of_chernobyl,599,,599,shooter
4270,Sniper Elite V2 Remastered,https://www.gog.com/game/sniper_elite_v2_remastered,619,,619,shooter
4271,POSTAL 2,https://www.gog.com/game/postal_2,249,,249,shooter
4272,Rise of the Triad: Dark War,https://www.gog.com/game/rise_of_the_triad__dark_war,149,,149,shooter
4273,Wing Commander ®: Privateer ™,https://www.gog.com/game/wing_commander_privateer,199,,199,shooter
4274,Wing Commander™ 3 Heart of the Tiger™,https://www.gog.com/game/wing_commander_3_heart_of_the_tiger,249,,249,shooter
4275,BloodRayne,https://www.gog.com/game/bloodrayne,149,,149,shooter
4276,Medal of Honor™: Pacific Assault,https://www.gog.com/game/medal_of_honor_pacific_assault,649,,649,shooter
4277,STAR WARS™: X-Wing Alliance™,https://www.gog.com/game/star_wars_xwing_alliance,269,,269,shooter
4278,Call of Juarez: Gunslinger,https://www.gog.com/game/call_of_juarez_gunslinger,799,,799,shooter
4279,Tom Clancy's Rainbow Six®,https://www.gog.com/game/tom_clancys_rainbow_six,599,,599,shooter
4280,Aliens versus Predator Classic 2000,https://www.gog.com/game/aliens_versus_predator_classic_2000,389,,389,shooter
4281,Privateer 2: The Darkening,https://www.gog.com/game/privateer_2_the_darkening,199,,199,shooter
4282,Wing Commander™ 5: Prophecy Gold Edition,https://www.gog.com/game/wing_commander_5_prophecy,199,,199,shooter
4283,F.E.A.R. 2: Project Origin + Reborn,https://www.gog.com/game/fear_2_project_origin_reborn,959,,959,shooter
4284,Rogue Trooper Redux,https://www.gog.com/game/rogue_trooper_redux,449,,449,shooter
4285,Metal Wolf Chaos XD,https://www.gog.com/game/metal_wolf_chaos_xd,465,,465,shooter
4286,The Suffering: Ties That Bind,https://www.gog.com/game/the_suffering_ties_that_bind,249,,249,shooter
4287,Singularity™,https://www.gog.com/game/singularity,699,,699,shooter
4288,Red Faction: Armageddon,https://www.gog.com/game/red_faction_armageddon,299,,299,shooter
4289,Immortal Redneck,https://www.gog.com/game/immortal_redneck,419,,419,shooter
4290,Turok 2: Seeds of Evil,https://www.gog.com/game/turok_2_seeds_of_evil,419,,419,shooter
4291,Wing Commander™ 1+2,https://www.gog.com/game/wing_commander_1_2,299,,299,shooter
4292,Streets of Rogue,https://www.gog.com/game/streets_of_rogue,435,,435,shooter
4293,System Shock: Enhanced Edition,https://www.gog.com/game/system_shock_enhanced_edition,249,,249,shooter
4294,Strike Suit Zero: Director's Cut,https://www.gog.com/game/strike_suit_zero_directors_cut,419,,419,shooter
4295,SYNTHETIK: Legion Rising,https://www.gog.com/game/synthetik_legion_rising,449,,449,shooter
4296,Sniper Elite: Berlin 1945,https://www.gog.com/game/sniper_elite_berlin_1945,649,,649,shooter
4297,Shadow Warrior Classic Redux,https://www.gog.com/game/shadow_warrior_classic_redux,249,,249,shooter
4298,Sniper: Ghost Warrior 3,https://www.gog.com/game/sniper_ghost_warrior_3,392,,392,shooter
4299,Blake Stone: Aliens of Gold,https://www.gog.com/game/blake_stone_aliens_of_gold,149,,149,shooter
4300,Incoming + Incoming Forces,https://www.gog.com/game/incoming_incoming_forces,149,,149,shooter
4301,BloodRayne 2,https://www.gog.com/game/bloodrayne_2,249,,249,shooter
4302,Clive Barker's Undying,https://www.gog.com/game/clive_barkers_undying,199,,199,shooter
4303,Descent 3 + Mercenary,https://www.gog.com/game/descent_3_expansion,249,,249,shooter
4304,Descent 2,https://www.gog.com/game/descent_2,249,,249,shooter
4305,S.T.A.L.K.E.R.: Чистое небо,https://www.gog.com/game/stalker_clear_sky,499,,499,shooter
4306,Turok,https://www.gog.com/game/turok,419,,419,shooter
4307,NecroVision,https://www.gog.com/game/necrovision,149,,149,shooter
4308,Wing Commander™ 4: The Price of Freedom,https://www.gog.com/game/wing_commander_4_the_price_of_freedom,249,,249,shooter
4309,Unreal Gold,https://www.gog.com/game/unreal_gold,199,,199,shooter
4310,Postal 2: Paradise Lost,https://www.gog.com/game/postal_2_paradise_lost,149,,149,shooter
4311,Venom. Codename: Outbreak,https://www.gog.com/game/venom_codename_outbreak,249,,249,shooter
4312,Planetary Dustoff,https://www.gog.com/game/planetary_dustoff,360,,360,shooter
4313,Shogo: Mobile Armor Division,https://www.gog.com/game/shogo_mobile_armor_division,249,,249,shooter
4314,Blood 2: The Blood Group,https://www.gog.com/game/blood_2_the_chosen_expansion,129,,129,shooter
4315,STAR WARS™ Starfighter™,https://www.gog.com/game/star_wars_starfighter,159,,159,shooter
4316,AMID EVIL: WARRIOR EDITION,https://www.gog.com/game/amid_evil_warrior_edition,719,,719,shooter
4317,NecroVisioN: Lost Company,https://www.gog.com/game/necrovision_lost_company,149,,149,shooter
4318,GALAK-Z,https://www.gog.com/game/galak_z,249,,249,shooter
4319,Serious Sam: The Second Encounter,https://www.gog.com/game/serious_sam_the_second_encounter,179,,179,shooter
4320,SiN Gold,https://www.gog.com/game/sin_gold,649,,649,shooter
4321,Raiden III Digital Edition,https://www.gog.com/game/raiden_3_digital_edition,249,,249,shooter
4322,Painkiller Black Edition,https://www.gog.com/game/painkiller,199,,199,shooter
4323,Red Faction,https://www.gog.com/game/red_faction,199,,199,shooter
4324,The Original Strife: Veteran Edition,https://www.gog.com/game/strife_veteran_edition,249,,249,shooter
4325,Sniper: Ghost Warrior,https://www.gog.com/game/sniper_ghost_warrior,199,,199,shooter
4326,Outlaws + A Handful of Missions,https://www.gog.com/game/outlaws_a_handful_of_missions,159,,159,shooter
4327,Far Cry® 2: Fortune's Edition,https://www.gog.com/game/far_cry_2_fortunes_edition,599,,599,shooter
4328,Alien Shooter + Expansions,https://www.gog.com/game/alien_shooter_expansions,199,,199,shooter
4329,Zombie Shooter,https://www.gog.com/game/zombie_shooter,199,,199,shooter
4330,Zombie Shooter 2,https://www.gog.com/game/zombie_shooter_2,199,,199,shooter
4331,Call of Juarez: Bound in Blood,https://www.gog.com/game/call_of_juarez_bound_in_blood,599,,599,shooter
4332,Wing Commander™: Academy,https://www.gog.com/game/wing_commander_academy,199,,199,shooter
4333,Wing Commander™: Armada,https://www.gog.com/game/wing_commander_armada,199,,199,shooter
4334,I.G.I. 2: Covert Strike,https://www.gog.com/game/i_g_i_2_covert_strike,199,,199,shooter
4335,Blake Stone: Planet Strike,https://www.gog.com/game/blake_stone_planet_strike,149,,149,shooter
4336,Magic Carpet™ 2: The Netherworlds,https://www.gog.com/game/magic_carpet_2_the_netherworlds,199,,199,shooter
4337,Raptor: Call of the Shadows 2010 Edition,https://www.gog.com/game/raptor_call_of_the_shadows_2010_edition,149,,149,shooter
4338,Parkan: Хроника Империи,https://www.gog.com/game/parkan_the_imperial_chronicles,199,,199,shooter
4339,Independence War 2: Edge of Chaos,https://www.gog.com/game/independence_war_2,149,,149,shooter
4340,Magic Carpet Plus™,https://www.gog.com/game/magic_carpet,249,,249,shooter
4341,Brothers in Arms: Earned in Blood™,https://www.gog.com/game/brothers_in_arms_earned_in_blood,299,,299,shooter
4342,Brothers in Arms: Road to Hill 30™,https://www.gog.com/game/brothers_in_arms_road_to_hill_30,299,,299,shooter
4343,Red Faction: Armageddon Path to War,https://www.gog.com/game/red_faction_armageddon_path_to_war,129,,129,shooter
4344,Serious Sam: The First Encounter,https://www.gog.com/game/serious_sam_the_first_encounter,179,,179,shooter
4345,Sniper Ghost Warrior Contracts - SV - AMUR,https://www.gog.com/game/sniper_ghost_warrior_contracts_sv_amur,61,,61,shooter
4346,Sniper Ghost Warrior Contracts - STURM BODYGUARD 9,https://www.gog.com/game/sniper_ghost_warrior_contracts_sturm_bodyguard_9,61,,61,shooter
4347,Kingpin: Life of Crime,https://www.gog.com/game/kingpin_life_of_crime,249,,249,shooter
4348,Battle Planet - Judgement Day,https://www.gog.com/game/battle_planet_judgement_day,360,,360,shooter
4349,Nex Machina,https://www.gog.com/game/nex_machina,419,,419,shooter
4350,Neon Chrome Original Soundtrack,https://www.gog.com/game/neon_chrome_original_soundtrack,129,,129,shooter
4351,The Bureau: XCOM® Declassified™,https://www.gog.com/game/the_bureau_xcom_declassified,999,,999,shooter
4352,XIII - Remake,https://www.gog.com/game/xiii_remake,6399,,6399,shooter
4353,Neon Chrome,https://www.gog.com/game/neon_chrome,349,,349,shooter
4354,Cryptark Soundtrack,https://www.gog.com/game/cryptark_soundtrack,169,,169,shooter
4355,Descent (2019),https://www.gog.com/game/descent_2019,2559,,2559,shooter
4356,Evolva,https://www.gog.com/game/evolva,249,,249,shooter
4357,Unreal 2: The Awakening Special Edition,https://www.gog.com/game/unreal_2_the_awakening_se,249,,249,shooter
4358,Tom Clancy's Ghost Recon®,https://www.gog.com/game/tom_clancys_ghost_recon,599,,599,shooter
4359,POSTAL: Classic and Uncut,https://www.gog.com/game/postal_classic_and_uncut,0,,0,shooter
4360,Iron Storm,https://www.gog.com/game/iron_storm,189,,189,shooter
4361,Judge Dredd: Dredd vs Death,https://www.gog.com/game/judge_dredd_dredd_vs_death,389,,389,shooter
4362,Blood 2: The Blood Group,https://www.gog.com/game/blood_2_the_chosen_expansion,129,,129,shooter
4363,STAR WARS™ Starfighter™,https://www.gog.com/game/star_wars_starfighter,159,,159,shooter
4364,AMID EVIL: WARRIOR EDITION,https://www.gog.com/game/amid_evil_warrior_edition,719,,719,shooter
4365,NecroVisioN: Lost Company,https://www.gog.com/game/necrovision_lost_company,149,,149,shooter
4366,GALAK-Z,https://www.gog.com/game/galak_z,249,,249,shooter
4367,Serious Sam: The Second Encounter,https://www.gog.com/game/serious_sam_the_second_encounter,179,,179,shooter
4368,SiN Gold,https://www.gog.com/game/sin_gold,649,,649,shooter
4369,Raiden III Digital Edition,https://www.gog.com/game/raiden_3_digital_edition,249,,249,shooter
4370,Painkiller Black Edition,https://www.gog.com/game/painkiller,199,,199,shooter
4371,Red Faction,https://www.gog.com/game/red_faction,199,,199,shooter
4372,The Original Strife: Veteran Edition,https://www.gog.com/game/strife_veteran_edition,249,,249,shooter
4373,Sniper: Ghost Warrior,https://www.gog.com/game/sniper_ghost_warrior,199,,199,shooter
4374,Outlaws + A Handful of Missions,https://www.gog.com/game/outlaws_a_handful_of_missions,159,,159,shooter
4375,Far Cry® 2: Fortune's Edition,https://www.gog.com/game/far_cry_2_fortunes_edition,599,,599,shooter
4376,Alien Shooter + Expansions,https://www.gog.com/game/alien_shooter_expansions,199,,199,shooter
4377,Zombie Shooter,https://www.gog.com/game/zombie_shooter,199,,199,shooter
4378,Zombie Shooter 2,https://www.gog.com/game/zombie_shooter_2,199,,199,shooter
4379,Call of Juarez: Bound in Blood,https://www.gog.com/game/call_of_juarez_bound_in_blood,599,,599,shooter
4380,Wing Commander™: Academy,https://www.gog.com/game/wing_commander_academy,199,,199,shooter
4381,Wing Commander™: Armada,https://www.gog.com/game/wing_commander_armada,199,,199,shooter
4382,I.G.I. 2: Covert Strike,https://www.gog.com/game/i_g_i_2_covert_strike,199,,199,shooter
4383,Blake Stone: Planet Strike,https://www.gog.com/game/blake_stone_planet_strike,149,,149,shooter
4384,Magic Carpet™ 2: The Netherworlds,https://www.gog.com/game/magic_carpet_2_the_netherworlds,199,,199,shooter
4385,Raptor: Call of the Shadows 2010 Edition,https://www.gog.com/game/raptor_call_of_the_shadows_2010_edition,149,,149,shooter
4386,Parkan: Хроника Империи,https://www.gog.com/game/parkan_the_imperial_chronicles,199,,199,shooter
4387,Independence War 2: Edge of Chaos,https://www.gog.com/game/independence_war_2,149,,149,shooter
4388,Magic Carpet Plus™,https://www.gog.com/game/magic_carpet,249,,249,shooter
4389,Brothers in Arms: Earned in Blood™,https://www.gog.com/game/brothers_in_arms_earned_in_blood,299,,299,shooter
4390,Brothers in Arms: Road to Hill 30™,https://www.gog.com/game/brothers_in_arms_road_to_hill_30,299,,299,shooter
4391,Red Faction: Armageddon Path to War,https://www.gog.com/game/red_faction_armageddon_path_to_war,129,,129,shooter
4392,Serious Sam: The First Encounter,https://www.gog.com/game/serious_sam_the_first_encounter,179,,179,shooter
4393,Sniper Ghost Warrior Contracts - SV - AMUR,https://www.gog.com/game/sniper_ghost_warrior_contracts_sv_amur,61,,61,shooter
4394,Sniper Ghost Warrior Contracts - STURM BODYGUARD 9,https://www.gog.com/game/sniper_ghost_warrior_contracts_sturm_bodyguard_9,61,,61,shooter
4395,Kingpin: Life of Crime,https://www.gog.com/game/kingpin_life_of_crime,249,,249,shooter
4396,Battle Planet - Judgement Day,https://www.gog.com/game/battle_planet_judgement_day,360,,360,shooter
4397,Nex Machina,https://www.gog.com/game/nex_machina,419,,419,shooter
4398,Neon Chrome Original Soundtrack,https://www.gog.com/game/neon_chrome_original_soundtrack,129,,129,shooter
4399,The Bureau: XCOM® Declassified™,https://www.gog.com/game/the_bureau_xcom_declassified,999,,999,shooter
4400,XIII - Remake,https://www.gog.com/game/xiii_remake,6399,,6399,shooter
4401,Neon Chrome,https://www.gog.com/game/neon_chrome,349,,349,shooter
4402,Cryptark Soundtrack,https://www.gog.com/game/cryptark_soundtrack,169,,169,shooter
4403,Descent (2019),https://www.gog.com/game/descent_2019,2559,,2559,shooter
4404,Evolva,https://www.gog.com/game/evolva,249,,249,shooter
4405,Unreal 2: The Awakening Special Edition,https://www.gog.com/game/unreal_2_the_awakening_se,249,,249,shooter
4406,Tom Clancy's Ghost Recon®,https://www.gog.com/game/tom_clancys_ghost_recon,599,,599,shooter
4407,POSTAL: Classic and Uncut,https://www.gog.com/game/postal_classic_and_uncut,0,,0,shooter
4408,Iron Storm,https://www.gog.com/game/iron_storm,189,,189,shooter
4409,Judge Dredd: Dredd vs Death,https://www.gog.com/game/judge_dredd_dredd_vs_death,389,,389,shooter
4410,Expendable,https://www.gog.com/game/expendable,149,,149,shooter
4411,Mobile Forces,https://www.gog.com/game/mobile_forces,149,,149,shooter
4412,AquaNox,https://www.gog.com/game/aquanox,99,,99,shooter
4413,AquaNox 2: Revelation,https://www.gog.com/game/aquanox_2_revelation,99,,99,shooter
4414,Chaser,https://www.gog.com/game/chaser,99,,99,shooter
4415,Tyrian 2000,https://www.gog.com/game/tyrian_2000,0,,0,shooter
4416,Shadowgrounds,https://www.gog.com/game/shadowgrounds,149,,149,shooter
4417,Oddworld: Stranger's Wrath HD,https://www.gog.com/game/oddworld_strangers_wrath,249,,249,shooter
4418,Conflict: Desert Storm,https://www.gog.com/game/conflict_desert_storm,149,,149,shooter
4419,Symphony,https://www.gog.com/game/symphony,199,,199,shooter
4420,Shadow Warrior Classic Complete,https://www.gog.com/game/shadow_warrior_complete,0,,0,shooter
4421,99 Levels to Hell,https://www.gog.com/game/99_levels_to_hell,129,,129,shooter
4422,Catacombs Pack,https://www.gog.com/game/catacombs_pack,149,,149,shooter
4423,Raiden Legacy,https://www.gog.com/game/raiden_legacy,249,,249,shooter
4424,Rise of the Triad (2013),https://www.gog.com/game/rise_of_the_triad,349,,349,shooter
4425,Humans Must Answer,https://www.gog.com/game/humans_must_answer,249,,249,shooter
4426,Ring Runner: Flight of the Sages,https://www.gog.com/game/ring_runner_flight_of_the_sages,129,,129,shooter
4427,Shadowgrounds Survivor,https://www.gog.com/game/shadowgrounds_survivor,149,,149,shooter
4428,The Chaos Engine,https://www.gog.com/game/the_chaos_engine,249,,249,shooter
4429,Shadow Warrior (2013),https://www.gog.com/game/shadow_warrior,599,,599,shooter
4430,Stargunner,https://www.gog.com/game/stargunner,0,,0,shooter
4431,Rogue Trooper,https://www.gog.com/game/rogue_trooper,649,,649,shooter
4432,Aqua Kitty: Milk Mine Defender,https://www.gog.com/game/aqua_kitty_milk_mine_defender,169,,169,shooter
4433,PixelJunk Shooter,https://www.gog.com/game/pixeljunk_shooter,199,,199,shooter
4434,Red Faction 2,https://www.gog.com/game/red_faction_2,199,,199,shooter
4435,Tower of Guns,https://www.gog.com/game/tower_of_guns,349,,349,shooter
4436,Redline,https://www.gog.com/game/redline,169,,169,shooter
4437,Astebreed Definitive Edition,https://www.gog.com/game/astebreed,419,,419,shooter
4438,Nosferatu: Wrath of Malachi,https://www.gog.com/game/nosferatu_wrath_of_malachi,149,,149,shooter
4439,Screencheat,https://www.gog.com/game/screencheat,349,,349,shooter
4440,Crimzon Clover: World Ignition,https://www.gog.com/game/crimzon_clover_world_ignition,249,,249,shooter
4441,Lovely Planet,https://www.gog.com/game/lovely_planet,149,,149,shooter
4442,Metrocide,https://www.gog.com/game/metrocide,289,,289,shooter
4443,Killing Time,https://www.gog.com/game/killing_time,249,,249,shooter
4444,BioShock™ Remastered,https://www.gog.com/game/bioshock_remastered,419,,419,shooter
4445,IRONCLAD,https://www.gog.com/game/ironclad,149,,149,shooter
4446,Tokyo 42,https://www.gog.com/game/tokyo_42,419,,419,shooter
4447,STRAFE Official Soundtrack,https://www.gog.com/game/strafe_official_soundtrack,169,,169,shooter
4448,Sniper: Ghost Warrior 3 Gold Edition,https://www.gog.com/game/sniper_ghost_warrior_3_gold_edition,465,,465,shooter
4449,JYDGE,https://www.gog.com/game/jydge,349,,349,shooter
4450,Rogue Trooper Redux Collector's Edition Upgrade,https://www.gog.com/game/rogue_trooper_redux_collectors_edition_upgrade,149,,149,shooter
4451,Red Faction Guerrilla Soundtrack,https://www.gog.com/game/red_faction_guerrilla_soundtrack,99,,99,shooter
4452,Cyberia,https://www.gog.com/game/cyberia,249,,249,shooter
4453,Paranautical Activity Deluxe Atonement Edition,https://www.gog.com/game/paranautical_activity,249,,249,shooter
4454,REVOLVER360 RE:ACTOR,https://www.gog.com/game/revolver360_reactor,249,,249,shooter
4455,Not a Hero,https://www.gog.com/game/not_a_hero,289,,289,shooter
4456,Not A Hero: Global MegaLord Edition,https://www.gog.com/game/not_a_hero_global_megalord_edition,419,,419,shooter
4457,Not A Hero: Global MegaLord Edition Upgrade,https://www.gog.com/game/not_a_hero_global_megalord_edition_upgrade,129,,129,shooter
4458,Expendable,https://www.gog.com/game/expendable,149,,149,shooter
4459,Mobile Forces,https://www.gog.com/game/mobile_forces,149,,149,shooter
4460,AquaNox,https://www.gog.com/game/aquanox,99,,99,shooter
4461,AquaNox 2: Revelation,https://www.gog.com/game/aquanox_2_revelation,99,,99,shooter
4462,Chaser,https://www.gog.com/game/chaser,99,,99,shooter
4463,Tyrian 2000,https://www.gog.com/game/tyrian_2000,0,,0,shooter
4464,Shadowgrounds,https://www.gog.com/game/shadowgrounds,149,,149,shooter
4465,Oddworld: Stranger's Wrath HD,https://www.gog.com/game/oddworld_strangers_wrath,249,,249,shooter
4466,Conflict: Desert Storm,https://www.gog.com/game/conflict_desert_storm,149,,149,shooter
4467,Symphony,https://www.gog.com/game/symphony,199,,199,shooter
4468,Shadow Warrior Classic Complete,https://www.gog.com/game/shadow_warrior_complete,0,,0,shooter
4469,99 Levels to Hell,https://www.gog.com/game/99_levels_to_hell,129,,129,shooter
4470,Catacombs Pack,https://www.gog.com/game/catacombs_pack,149,,149,shooter
4471,Raiden Legacy,https://www.gog.com/game/raiden_legacy,249,,249,shooter
4472,Rise of the Triad (2013),https://www.gog.com/game/rise_of_the_triad,349,,349,shooter
4473,Humans Must Answer,https://www.gog.com/game/humans_must_answer,249,,249,shooter
4474,Ring Runner: Flight of the Sages,https://www.gog.com/game/ring_runner_flight_of_the_sages,129,,129,shooter
4475,Shadowgrounds Survivor,https://www.gog.com/game/shadowgrounds_survivor,149,,149,shooter
4476,The Chaos Engine,https://www.gog.com/game/the_chaos_engine,249,,249,shooter
4477,Shadow Warrior (2013),https://www.gog.com/game/shadow_warrior,599,,599,shooter
4478,Stargunner,https://www.gog.com/game/stargunner,0,,0,shooter
4479,Rogue Trooper,https://www.gog.com/game/rogue_trooper,649,,649,shooter
4480,Aqua Kitty: Milk Mine Defender,https://www.gog.com/game/aqua_kitty_milk_mine_defender,169,,169,shooter
4481,PixelJunk Shooter,https://www.gog.com/game/pixeljunk_shooter,199,,199,shooter
4482,Red Faction 2,https://www.gog.com/game/red_faction_2,199,,199,shooter
4483,Tower of Guns,https://www.gog.com/game/tower_of_guns,349,,349,shooter
4484,Redline,https://www.gog.com/game/redline,169,,169,shooter
4485,Astebreed Definitive Edition,https://www.gog.com/game/astebreed,419,,419,shooter
4486,Nosferatu: Wrath of Malachi,https://www.gog.com/game/nosferatu_wrath_of_malachi,149,,149,shooter
4487,Screencheat,https://www.gog.com/game/screencheat,349,,349,shooter
4488,Crimzon Clover: World Ignition,https://www.gog.com/game/crimzon_clover_world_ignition,249,,249,shooter
4489,Lovely Planet,https://www.gog.com/game/lovely_planet,149,,149,shooter
4490,Metrocide,https://www.gog.com/game/metrocide,289,,289,shooter
4491,Killing Time,https://www.gog.com/game/killing_time,249,,249,shooter
4492,BioShock™ Remastered,https://www.gog.com/game/bioshock_remastered,419,,419,shooter
4493,IRONCLAD,https://www.gog.com/game/ironclad,149,,149,shooter
4494,Tokyo 42,https://www.gog.com/game/tokyo_42,419,,419,shooter
4495,STRAFE Official Soundtrack,https://www.gog.com/game/strafe_official_soundtrack,169,,169,shooter
4496,Sniper: Ghost Warrior 3 Gold Edition,https://www.gog.com/game/sniper_ghost_warrior_3_gold_edition,465,,465,shooter
4497,JYDGE,https://www.gog.com/game/jydge,349,,349,shooter
4498,Rogue Trooper Redux Collector's Edition Upgrade,https://www.gog.com/game/rogue_trooper_redux_collectors_edition_upgrade,149,,149,shooter
4499,Red Faction Guerrilla Soundtrack,https://www.gog.com/game/red_faction_guerrilla_soundtrack,99,,99,shooter
4500,Cyberia,https://www.gog.com/game/cyberia,249,,249,shooter
4501,Paranautical Activity Deluxe Atonement Edition,https://www.gog.com/game/paranautical_activity,249,,249,shooter
4502,REVOLVER360 RE:ACTOR,https://www.gog.com/game/revolver360_reactor,249,,249,shooter
4503,Not a Hero,https://www.gog.com/game/not_a_hero,289,,289,shooter
4504,Not A Hero: Global MegaLord Edition,https://www.gog.com/game/not_a_hero_global_megalord_edition,419,,419,shooter
4505,Not A Hero: Global MegaLord Edition Upgrade,https://www.gog.com/game/not_a_hero_global_megalord_edition_upgrade,129,,129,shooter
4506,Cyberia 2: Resurrection,https://www.gog.com/game/cyberia_2_resurrection,249,,249,shooter
4507,Metro: Last Light Redux,https://www.gog.com/game/metro_last_light_redux,419,,419,shooter
4508,FireStarter,https://www.gog.com/game/firestarter,199,,199,shooter
4509,Bombshell ,https://www.gog.com/game/bombshell,599,,599,shooter
4510,Ziggurat,https://www.gog.com/game/ziggurat,349,,349,shooter
4511,System Shock,https://www.gog.com/game/system_shock,3199,,3199,shooter
4512,Armed and Dangerous,https://www.gog.com/game/armed_and_dangerous,159,,159,shooter
4513,Lovers in a Dangerous Spacetime,https://www.gog.com/game/lovers_in_a_dangerous_spacetime,349,,349,shooter
4514,A Fistful of Gun,https://www.gog.com/game/a_fistful_of_gun,289,,289,shooter
4515,A Fistful of Gun Soundtrack,https://www.gog.com/game/a_fistful_of_gun_soundtrack,79,,79,shooter
4516,Sublevel Zero Redux,https://www.gog.com/game/sublevel_zero,349,,349,shooter
4517,X-Com: Enforcer,https://www.gog.com/game/xcom_enforcer,169,,169,shooter
4518,Bio Menace,https://www.gog.com/game/bio_menace,0,,0,shooter
4519,Requiem: Avenging Angel,https://www.gog.com/game/requiem_avenging_angel,249,,249,shooter
4520,Caladrius Blaze,https://www.gog.com/game/caladrius_blaze,435,,435,shooter
4521,Bombshell Digital Deluxe Edition Upgrade,https://www.gog.com/game/bombshell_digital_deluxe_edition_upgrade,149,,149,shooter
4522,Bombshell Digital Deluxe Edition,https://www.gog.com/game/bombshell_digital_deluxe_edition,699,,699,shooter
4523,Eradicator,https://www.gog.com/game/eradicator,399,,399,shooter
4524,SUPERHOT,https://www.gog.com/game/superhot,799,,799,shooter
4525,Subterrain,https://www.gog.com/game/subterrain,379,,379,shooter
4526,Enter the Gungeon Collector's Edition Upgrade,https://www.gog.com/game/enter_the_gungeon_collectors_edition_upgrade,259,,259,shooter
4527,TimeShift™,https://www.gog.com/game/timeshift,549,,549,shooter
4528,Crime Cities,https://www.gog.com/game/crime_cities,149,,149,shooter
4529,STRAFE: Millennium Edition,https://www.gog.com/game/strafe,360,,360,shooter
4530,Hybrid Wars — Полный пакет,https://www.gog.com/game/hybrid_wars_full_package,209,,209,shooter
4531,Tesla vs Lovecraft,https://www.gog.com/game/tesla_vs_lovecraft,349,,349,shooter
4532,POSTAL 4: No Regerts,https://www.gog.com/game/postal_4_no_regerts,435,,435,shooter
4533,Red Faction Armageddon Soundtrack,https://www.gog.com/game/red_faction_armageddon_soundtrack,99,,99,shooter
4534,Prodeus,https://www.gog.com/game/prodeus,6399,,6399,shooter
4535,Sniper: Ghost Warrior 2,https://www.gog.com/game/sniper_ghost_warrior_2,249,,249,shooter
4536,Tokyo 42 - Smaceshi's Castles,https://www.gog.com/game/tokyo_42_smaceshis_castles,195,,195,shooter
4537,AMID EVIL: WARRIOR UPGRADE,https://www.gog.com/game/amid_evil_warrior_upgrade,259,,259,shooter
4538,SHOCK TROOPERS,https://www.gog.com/game/shock_troopers,149,,149,shooter
4539,Rogue Trooper Redux: Collector's Edition,https://www.gog.com/game/rogue_trooper_redux_collectors_edition,569,,569,shooter
4540,Blazing Chrome,https://www.gog.com/game/blazing_chrome,392,,392,shooter
4541,Shadow Warrior 2 Deluxe,https://www.gog.com/game/shadow_warrior_2_deluxe,899,,899,shooter
4542,Shadow Warrior 2 Deluxe Upgrade,https://www.gog.com/game/shadow_warrior_2_deluxe_upgrade,199,,199,shooter
4543,Lovely Planet OST,https://www.gog.com/game/lovely_planet_ost,79,,79,shooter
4544,GoNNER: Press Jump To Die Edition,https://www.gog.com/game/gonner_press_jump_to_die_edition,289,,289,shooter
4545,Neon Chrome Deluxe Edition,https://www.gog.com/game/neon_chrome_deluxe_edition,489,,489,shooter
4546,BioShock Infinite Complete Edition,https://www.gog.com/game/bioshock_infinite,2019,,2019,shooter
4547,Monkey King: Master of the Clouds,https://www.gog.com/game/monkey_king_master_of_the_clouds,133,,133,shooter
